Subject,Block,Trial,Horizon,Info,mu_L,mu_R,delta,Choice,RT,Accuracy,Outcome
0028vx980suduypyca0fxp5s.,1,1,5,0,60,52,8,0,1.0614549999590963,0,62
0028vx980suduypyca0fxp5s.,1,2,5,0,60,52,8,1,0.5706350000109524,1,52
0028vx980suduypyca0fxp5s.,1,3,5,0,60,52,8,1,0.7355049999896437,1,62
0028vx980suduypyca0fxp5s.,1,4,5,0,60,52,8,0,1.5221750000491738,0,46
0028vx980suduypyca0fxp5s.,1,5,5,0,60,52,8,1,1.5524949999526143,1,43
0028vx980suduypyca0fxp5s.,2,1,10,0,40,10,30,0,0.853015000000596,0,9
0028vx980suduypyca0fxp5s.,2,2,10,0,40,10,30,1,0.758960000006482,1,50
0028vx980suduypyca0fxp5s.,2,3,10,0,40,10,30,0,0.6608100000303239,0,14
0028vx980suduypyca0fxp5s.,2,4,10,0,40,10,30,1,0.6327149998396635,1,47
0028vx980suduypyca0fxp5s.,2,5,10,0,40,10,30,1,0.9148249998688698,1,44
0028vx980suduypyca0fxp5s.,2,6,10,0,40,10,30,1,0.6365999998524785,1,35
0028vx980suduypyca0fxp5s.,2,7,10,0,40,10,30,1,0.4386249999515712,1,45
0028vx980suduypyca0fxp5s.,2,8,10,0,40,10,30,1,0.4494599997997284,1,36
0028vx980suduypyca0fxp5s.,2,9,10,0,40,10,30,1,0.46501000015996397,1,38
0028vx980suduypyca0fxp5s.,2,10,10,0,40,10,30,1,0.38847500015981495,1,41
0028vx980suduypyca0fxp5s.,3,1,10,-1,60,52,8,0,0.9835050001274794,0,63
0028vx980suduypyca0fxp5s.,3,2,10,-1,60,52,8,1,0.44705000007525086,1,51
0028vx980suduypyca0fxp5s.,3,3,10,-1,60,52,8,0,0.8125850001815706,0,48
0028vx980suduypyca0fxp5s.,3,4,10,-1,60,52,8,0,0.7337750000879169,0,51
0028vx980suduypyca0fxp5s.,3,5,10,-1,60,52,8,1,1.846879999851808,1,58
0028vx980suduypyca0fxp5s.,3,6,10,-1,60,52,8,0,0.6728399998974055,0,52
0028vx980suduypyca0fxp5s.,3,7,10,-1,60,52,8,1,0.9008549998980016,1,67
0028vx980suduypyca0fxp5s.,3,8,10,-1,60,52,8,1,0.9986449999269098,1,55
0028vx980suduypyca0fxp5s.,3,9,10,-1,60,52,8,0,0.6032650000415742,0,57
0028vx980suduypyca0fxp5s.,3,10,10,-1,60,52,8,1,0.5836300000082701,1,74
0028vx980suduypyca0fxp5s.,4,1,5,0,40,28,12,1,1.0064749999437481,1,36
0028vx980suduypyca0fxp5s.,4,2,5,0,40,28,12,1,1.1869250000454485,1,55
0028vx980suduypyca0fxp5s.,4,3,5,0,40,28,12,0,1.23445999994874,0,29
0028vx980suduypyca0fxp5s.,4,4,5,0,40,28,12,0,0.6052900000941008,0,19
0028vx980suduypyca0fxp5s.,4,5,5,0,40,28,12,1,1.2577849999070168,1,45
0028vx980suduypyca0fxp5s.,5,1,5,0,60,68,-8,1,0.7012449998874217,0,59
0028vx980suduypyca0fxp5s.,5,2,5,0,60,68,-8,0,0.6671349999960512,1,73
0028vx980suduypyca0fxp5s.,5,3,5,0,60,68,-8,1,0.8526099999435246,0,75
0028vx980suduypyca0fxp5s.,5,4,5,0,60,68,-8,0,0.5771999999415129,1,72
0028vx980suduypyca0fxp5s.,5,5,5,0,60,68,-8,0,2.009455000050366,1,59
0028vx980suduypyca0fxp5s.,6,1,5,1,40,36,4,1,0.6217549999710172,1,34
0028vx980suduypyca0fxp5s.,6,2,5,1,40,36,4,1,1.0712150000035763,1,37
0028vx980suduypyca0fxp5s.,6,3,5,1,40,36,4,0,0.4959600002039224,0,31
0028vx980suduypyca0fxp5s.,6,4,5,1,40,36,4,1,1.0318850001785904,1,28
0028vx980suduypyca0fxp5s.,6,5,5,1,40,36,4,1,2.551564999856055,1,38
0028vx980suduypyca0fxp5s.,7,1,5,-1,40,60,-20,0,0.5153799999970943,1,53
0028vx980suduypyca0fxp5s.,7,2,5,-1,40,60,-20,0,0.91203000000678,1,41
0028vx980suduypyca0fxp5s.,7,3,5,-1,40,60,-20,1,0.4878699998371303,0,51
0028vx980suduypyca0fxp5s.,7,4,5,-1,40,60,-20,0,1.1779749998822808,1,64
0028vx980suduypyca0fxp5s.,7,5,5,-1,40,60,-20,0,2.0911550000309944,1,57
0028vx980suduypyca0fxp5s.,8,1,10,0,60,30,30,0,0.6836449999827892,0,24
0028vx980suduypyca0fxp5s.,8,2,10,0,60,30,30,0,0.567490000044927,0,43
0028vx980suduypyca0fxp5s.,8,3,10,0,60,30,30,1,0.50423499988392,1,56
0028vx980suduypyca0fxp5s.,8,4,10,0,60,30,30,1,0.4024099998641759,1,78
0028vx980suduypyca0fxp5s.,8,5,10,0,60,30,30,1,1.0149900000542402,1,57
0028vx980suduypyca0fxp5s.,8,6,10,0,60,30,30,0,6.317445000167936,0,27
0028vx980suduypyca0fxp5s.,8,7,10,0,60,30,30,1,0.8806350000668317,1,67
0028vx980suduypyca0fxp5s.,8,8,10,0,60,30,30,1,0.5835000001825392,1,56
0028vx980suduypyca0fxp5s.,8,9,10,0,60,30,30,1,0.33462500013411045,1,69
0028vx980suduypyca0fxp5s.,8,10,10,0,60,30,30,1,0.22506999992765486,1,56
0028vx980suduypyca0fxp5s.,9,1,5,0,40,10,30,0,0.7568599998485297,0,13
0028vx980suduypyca0fxp5s.,9,2,5,0,40,10,30,1,0.3861149998847395,1,49
0028vx980suduypyca0fxp5s.,9,3,5,0,40,10,30,0,0.53315500007011,0,21
0028vx980suduypyca0fxp5s.,9,4,5,0,40,10,30,1,0.7872499998193234,1,35
0028vx980suduypyca0fxp5s.,9,5,5,0,40,10,30,1,0.56233000010252,1,37
0028vx980suduypyca0fxp5s.,10,1,5,1,40,52,-12,1,1.7485199999064207,0,36
0028vx980suduypyca0fxp5s.,10,2,5,1,40,52,-12,0,0.4068100000731647,1,50
0028vx980suduypyca0fxp5s.,10,3,5,1,40,52,-12,1,0.3896649999078363,0,65
0028vx980suduypyca0fxp5s.,10,4,5,1,40,52,-12,1,1.4069099999032915,0,49
0028vx980suduypyca0fxp5s.,10,5,5,1,40,52,-12,1,0.4861050001345575,0,33
0028vx980suduypyca0fxp5s.,11,1,10,0,60,56,4,1,0.8484800001606345,1,65
0028vx980suduypyca0fxp5s.,11,2,10,0,60,56,4,1,0.5235900001134723,1,49
0028vx980suduypyca0fxp5s.,11,3,10,0,60,56,4,0,0.514784999890253,0,48
0028vx980suduypyca0fxp5s.,11,4,10,0,60,56,4,0,0.33909999998286366,0,69
0028vx980suduypyca0fxp5s.,11,5,10,0,60,56,4,0,3.68432499980554,0,55
0028vx980suduypyca0fxp5s.,11,6,10,0,60,56,4,1,0.6018400001339614,1,61
0028vx980suduypyca0fxp5s.,11,7,10,0,60,56,4,1,0.8779449998401105,1,52
0028vx980suduypyca0fxp5s.,11,8,10,0,60,56,4,0,0.47622499987483025,0,74
0028vx980suduypyca0fxp5s.,11,9,10,0,60,56,4,0,0.7642600000835955,0,58
0028vx980suduypyca0fxp5s.,11,10,10,0,60,56,4,0,0.6281049998942763,0,63
0028vx980suduypyca0fxp5s.,12,1,10,1,40,10,30,0,0.7400050000287592,0,14
0028vx980suduypyca0fxp5s.,12,2,10,1,40,10,30,1,0.46384999994188547,1,42
0028vx980suduypyca0fxp5s.,12,3,10,1,40,10,30,1,0.5011249999515712,1,47
0028vx980suduypyca0fxp5s.,12,4,10,1,40,10,30,1,0.5858499999158084,1,35
0028vx980suduypyca0fxp5s.,12,5,10,1,40,10,30,1,1.5675800000317395,1,44
0028vx980suduypyca0fxp5s.,12,6,10,1,40,10,30,1,0.9363500000908971,1,32
0028vx980suduypyca0fxp5s.,12,7,10,1,40,10,30,0,0.34190499992109835,0,21
0028vx980suduypyca0fxp5s.,12,8,10,1,40,10,30,1,0.6108450000174344,1,25
0028vx980suduypyca0fxp5s.,12,9,10,1,40,10,30,1,0.35117499995976686,1,40
0028vx980suduypyca0fxp5s.,12,10,10,1,40,10,30,1,0.2113399999216199,1,31
0028vx980suduypyca0fxp5s.,13,1,5,-1,60,80,-20,1,0.6346099998336285,0,56
0028vx980suduypyca0fxp5s.,13,2,5,-1,60,80,-20,0,0.45456499978899956,1,94
0028vx980suduypyca0fxp5s.,13,3,5,-1,60,80,-20,0,0.981364999897778,1,69
0028vx980suduypyca0fxp5s.,13,4,5,-1,60,80,-20,0,0.5184100000187755,1,67
0028vx980suduypyca0fxp5s.,13,5,5,-1,60,80,-20,0,0.32815499999560416,1,73
0028vx980suduypyca0fxp5s.,14,1,10,-1,60,64,-4,0,0.8282250000629574,1,55
0028vx980suduypyca0fxp5s.,14,2,10,-1,60,64,-4,1,0.4805349998641759,0,56
0028vx980suduypyca0fxp5s.,14,3,10,-1,60,64,-4,0,0.6110999998636544,1,62
0028vx980suduypyca0fxp5s.,14,4,10,-1,60,64,-4,0,1.3196950000710785,1,55
0028vx980suduypyca0fxp5s.,14,5,10,-1,60,64,-4,0,1.4959249999374151,1,61
0028vx980suduypyca0fxp5s.,14,6,10,-1,60,64,-4,0,0.8078950000926852,1,67
0028vx980suduypyca0fxp5s.,14,7,10,-1,60,64,-4,1,0.9909099999349564,0,49
0028vx980suduypyca0fxp5s.,14,8,10,-1,60,64,-4,0,0.5276500000618398,1,50
0028vx980suduypyca0fxp5s.,14,9,10,-1,60,64,-4,0,0.23982000001706183,1,57
0028vx980suduypyca0fxp5s.,14,10,10,-1,60,64,-4,0,0.22436499991454184,1,60
0028vx980suduypyca0fxp5s.,15,1,5,0,60,40,20,1,1.0019300000276417,1,59
0028vx980suduypyca0fxp5s.,15,2,5,0,60,40,20,0,0.5396149998996407,0,50
0028vx980suduypyca0fxp5s.,15,3,5,0,60,40,20,0,1.3708250001072884,0,23
0028vx980suduypyca0fxp5s.,15,4,5,0,60,40,20,1,0.8589649999048561,1,70
0028vx980suduypyca0fxp5s.,15,5,5,0,60,40,20,1,0.6700800000689924,1,57
0028vx980suduypyca0fxp5s.,16,1,10,0,40,48,-8,0,0.7553199999965727,1,51
0028vx980suduypyca0fxp5s.,16,2,10,0,40,48,-8,1,0.37513999990187585,0,36
0028vx980suduypyca0fxp5s.,16,3,10,0,40,48,-8,1,1.1383099998347461,0,30
0028vx980suduypyca0fxp5s.,16,4,10,0,40,48,-8,0,0.6673250000458211,1,29
0028vx980suduypyca0fxp5s.,16,5,10,0,40,48,-8,1,1.751765000168234,0,39
0028vx980suduypyca0fxp5s.,16,6,10,0,40,48,-8,0,0.6010799999348819,1,47
0028vx980suduypyca0fxp5s.,16,7,10,0,40,48,-8,0,0.7277200000826269,1,55
0028vx980suduypyca0fxp5s.,16,8,10,0,40,48,-8,1,0.8327500000596046,0,33
0028vx980suduypyca0fxp5s.,16,9,10,0,40,48,-8,0,0.49066999997012317,1,47
0028vx980suduypyca0fxp5s.,16,10,10,0,40,48,-8,0,0.3025100000668317,1,58
0028vx980suduypyca0fxp5s.,17,1,10,1,40,36,4,1,0.8328499998897314,1,22
0028vx980suduypyca0fxp5s.,17,2,10,1,40,36,4,1,0.7247399999760091,1,40
0028vx980suduypyca0fxp5s.,17,3,10,1,40,36,4,0,1.1240250000264496,0,53
0028vx980suduypyca0fxp5s.,17,4,10,1,40,36,4,1,1.159559999825433,1,55
0028vx980suduypyca0fxp5s.,17,5,10,1,40,36,4,1,1.090970000019297,1,42
0028vx980suduypyca0fxp5s.,17,6,10,1,40,36,4,0,0.5038700001314282,0,40
0028vx980suduypyca0fxp5s.,17,7,10,1,40,36,4,1,0.88319499976933,1,28
0028vx980suduypyca0fxp5s.,17,8,10,1,40,36,4,0,0.2684800000861287,0,30
0028vx980suduypyca0fxp5s.,17,9,10,1,40,36,4,0,0.8562049998436123,0,39
0028vx980suduypyca0fxp5s.,17,10,10,1,40,36,4,1,0.3328249999321997,1,37
0028vx980suduypyca0fxp5s.,18,1,5,1,40,70,-30,1,0.6486100000329316,0,38
0028vx980suduypyca0fxp5s.,18,2,5,1,40,70,-30,1,0.7465450000017881,0,35
0028vx980suduypyca0fxp5s.,18,3,5,1,40,70,-30,0,0.6995499997865409,1,69
0028vx980suduypyca0fxp5s.,18,4,5,1,40,70,-30,1,0.9761950001120567,0,42
0028vx980suduypyca0fxp5s.,18,5,5,1,40,70,-30,0,0.5794799998402596,1,70
0028vx980suduypyca0fxp5s.,19,1,10,0,60,90,-30,0,0.580684999935329,1,96
0028vx980suduypyca0fxp5s.,19,2,10,0,60,90,-30,0,0.648879999993369,1,101
0028vx980suduypyca0fxp5s.,19,3,10,0,60,90,-30,1,0.6318900000769645,0,69
0028vx980suduypyca0fxp5s.,19,4,10,0,60,90,-30,1,0.43076000013388693,0,65
0028vx980suduypyca0fxp5s.,19,5,10,0,60,90,-30,0,0.7522399998269975,1,85
0028vx980suduypyca0fxp5s.,19,6,10,0,60,90,-30,0,0.37133500003255904,1,87
0028vx980suduypyca0fxp5s.,19,7,10,0,60,90,-30,0,0.34944500005804,1,105
0028vx980suduypyca0fxp5s.,19,8,10,0,60,90,-30,0,0.23426499986089766,1,97
0028vx980suduypyca0fxp5s.,19,9,10,0,60,90,-30,0,0.20353000005707145,1,94
0028vx980suduypyca0fxp5s.,19,10,10,0,60,90,-30,0,0.22236000001430511,1,82
0028vx980suduypyca0fxp5s.,20,1,5,0,40,48,-8,0,0.7519249999895692,1,38
0028vx980suduypyca0fxp5s.,20,2,5,0,40,48,-8,1,0.3744050001259893,0,41
0028vx980suduypyca0fxp5s.,20,3,5,0,40,48,-8,1,0.8032199998851866,0,33
0028vx980suduypyca0fxp5s.,20,4,5,0,40,48,-8,0,1.1674399999901652,1,48
0028vx980suduypyca0fxp5s.,20,5,5,0,40,48,-8,0,1.4788100000005215,1,43
0028vx980suduypyca0fxp5s.,21,1,5,0,60,56,4,1,7.439809999894351,1,51
0028vx980suduypyca0fxp5s.,21,2,5,0,60,56,4,1,0.9256349999923259,1,53
0028vx980suduypyca0fxp5s.,21,3,5,0,60,56,4,0,1.0803399998694658,0,71
0028vx980suduypyca0fxp5s.,21,4,5,0,60,56,4,0,0.7210099999792874,0,52
0028vx980suduypyca0fxp5s.,21,5,5,0,60,56,4,0,0.8937800000421703,0,61
0028vx980suduypyca0fxp5s.,22,1,5,-1,60,64,-4,0,0.6563899999018759,1,53
0028vx980suduypyca0fxp5s.,22,2,5,-1,60,64,-4,1,0.46001000003889203,0,58
0028vx980suduypyca0fxp5s.,22,3,5,-1,60,64,-4,0,0.650154999922961,1,61
0028vx980suduypyca0fxp5s.,22,4,5,-1,60,64,-4,0,1.227699999930337,1,61
0028vx980suduypyca0fxp5s.,22,5,5,-1,60,64,-4,0,0.9712950000539422,1,59
0028vx980suduypyca0fxp5s.,23,1,10,0,40,60,-20,0,0.7419900000095367,1,67
0028vx980suduypyca0fxp5s.,23,2,10,0,40,60,-20,0,0.487639999948442,1,62
0028vx980suduypyca0fxp5s.,23,3,10,0,40,60,-20,1,0.570744999917224,0,37
0028vx980suduypyca0fxp5s.,23,4,10,0,40,60,-20,1,0.4590699998661876,0,42
0028vx980suduypyca0fxp5s.,23,5,10,0,40,60,-20,0,0.9698000000789762,1,51
0028vx980suduypyca0fxp5s.,23,6,10,0,40,60,-20,1,0.7444499998819083,0,40
0028vx980suduypyca0fxp5s.,23,7,10,0,40,60,-20,0,0.4813600000925362,1,70
0028vx980suduypyca0fxp5s.,23,8,10,0,40,60,-20,0,0.2209850000217557,1,49
0028vx980suduypyca0fxp5s.,23,9,10,0,40,60,-20,0,0.23725999984890223,1,64
0028vx980suduypyca0fxp5s.,23,10,10,0,40,60,-20,0,0.25277499994263053,1,53
0028vx980suduypyca0fxp5s.,24,1,5,0,60,80,-20,0,0.7025950001552701,1,78
0028vx980suduypyca0fxp5s.,24,2,5,0,60,80,-20,1,0.35142500000074506,0,57
0028vx980suduypyca0fxp5s.,24,3,5,0,60,80,-20,0,0.7263050000183284,1,81
0028vx980suduypyca0fxp5s.,24,4,5,0,60,80,-20,1,0.7905500000342727,0,69
0028vx980suduypyca0fxp5s.,24,5,5,0,60,80,-20,0,0.4021149999462068,1,68
0028vx980suduypyca0fxp5s.,25,1,10,0,40,36,4,0,0.5712249998468906,0,39
0028vx980suduypyca0fxp5s.,25,2,10,0,40,36,4,1,0.30873499996960163,1,38
0028vx980suduypyca0fxp5s.,25,3,10,0,40,36,4,0,0.8479549998883158,0,25
0028vx980suduypyca0fxp5s.,25,4,10,0,40,36,4,1,0.4337499998509884,1,27
0028vx980suduypyca0fxp5s.,25,5,10,0,40,36,4,1,2.7095099999569356,1,36
0028vx980suduypyca0fxp5s.,25,6,10,0,40,36,4,0,0.9653549999929965,0,36
0028vx980suduypyca0fxp5s.,25,7,10,0,40,36,4,1,0.7062249998562038,1,52
0028vx980suduypyca0fxp5s.,25,8,10,0,40,36,4,0,0.5228049999568611,0,34
0028vx980suduypyca0fxp5s.,25,9,10,0,40,36,4,1,0.8135750000365078,1,42
0028vx980suduypyca0fxp5s.,25,10,10,0,40,36,4,0,0.9021900000516325,0,43
0028vx980suduypyca0fxp5s.,26,1,5,-1,60,52,8,0,0.522110000019893,0,57
0028vx980suduypyca0fxp5s.,26,2,5,-1,60,52,8,1,0.30439000017941,1,59
0028vx980suduypyca0fxp5s.,26,3,5,-1,60,52,8,0,1.2535749999806285,0,37
0028vx980suduypyca0fxp5s.,26,4,5,-1,60,52,8,0,1.2849399999249727,0,53
0028vx980suduypyca0fxp5s.,26,5,5,-1,60,52,8,0,1.5787800000980496,0,44
0028vx980suduypyca0fxp5s.,27,1,10,0,40,70,-30,1,0.604045000160113,0,35
0028vx980suduypyca0fxp5s.,27,2,10,0,40,70,-30,0,0.19413000019267201,1,65
0028vx980suduypyca0fxp5s.,27,3,10,0,40,70,-30,1,0.7507300002034754,0,27
0028vx980suduypyca0fxp5s.,27,4,10,0,40,70,-30,0,0.15788000007160008,1,66
0028vx980suduypyca0fxp5s.,27,5,10,0,40,70,-30,0,1.5865300002042204,1,72
0028vx980suduypyca0fxp5s.,27,6,10,0,40,70,-30,0,0.22800999996252358,1,65
0028vx980suduypyca0fxp5s.,27,7,10,0,40,70,-30,0,0.21106499992311,1,72
0028vx980suduypyca0fxp5s.,27,8,10,0,40,70,-30,0,0.23505500005558133,1,78
0028vx980suduypyca0fxp5s.,27,9,10,0,40,70,-30,0,0.40358499996364117,1,64
0028vx980suduypyca0fxp5s.,27,10,10,0,40,70,-30,0,0.24518999992869794,1,66
0028vx980suduypyca0fxp5s.,28,1,5,0,40,36,4,0,0.8562800001818687,0,29
0028vx980suduypyca0fxp5s.,28,2,5,0,40,36,4,1,0.4042699998244643,1,40
0028vx980suduypyca0fxp5s.,28,3,5,0,40,36,4,0,0.4859200001228601,0,38
0028vx980suduypyca0fxp5s.,28,4,5,0,40,36,4,1,0.9722799998708069,1,39
0028vx980suduypyca0fxp5s.,28,5,5,0,40,36,4,1,1.7964049999136478,1,46
0028vx980suduypyca0fxp5s.,29,1,5,0,60,72,-12,1,0.8774249998386949,0,70
0028vx980suduypyca0fxp5s.,29,2,5,0,60,72,-12,0,0.34774999995715916,1,65
0028vx980suduypyca0fxp5s.,29,3,5,0,60,72,-12,0,0.8276499998755753,1,57
0028vx980suduypyca0fxp5s.,29,4,5,0,60,72,-12,1,0.8601699999999255,0,68
0028vx980suduypyca0fxp5s.,29,5,5,0,60,72,-12,1,0.7061850000172853,0,62
0028vx980suduypyca0fxp5s.,30,1,10,-1,40,32,8,0,0.6802550000138581,0,38
0028vx980suduypyca0fxp5s.,30,2,10,-1,40,32,8,0,0.48956999997608364,0,19
0028vx980suduypyca0fxp5s.,30,3,10,-1,40,32,8,0,0.7095850000623614,0,36
0028vx980suduypyca0fxp5s.,30,4,10,-1,40,32,8,1,0.520615000044927,1,39
0028vx980suduypyca0fxp5s.,30,5,10,-1,40,32,8,1,0.2699800000991672,1,43
0028vx980suduypyca0fxp5s.,30,6,10,-1,40,32,8,0,5.257574999937788,0,39
0028vx980suduypyca0fxp5s.,30,7,10,-1,40,32,8,1,0.7826950000599027,1,28
0028vx980suduypyca0fxp5s.,30,8,10,-1,40,32,8,0,0.7190700001083314,0,41
0028vx980suduypyca0fxp5s.,30,9,10,-1,40,32,8,1,0.6645549999084324,1,37
0028vx980suduypyca0fxp5s.,30,10,10,-1,40,32,8,0,0.6126349999103695,0,33
0028vx980suduypyca0fxp5s.,31,1,10,-1,60,40,20,0,0.5191250001080334,0,50
0028vx980suduypyca0fxp5s.,31,2,10,-1,60,40,20,0,0.7252400000579655,0,23
0028vx980suduypyca0fxp5s.,31,3,10,-1,60,40,20,1,0.6941100000403821,1,56
0028vx980suduypyca0fxp5s.,31,4,10,-1,60,40,20,0,2.1678199998568743,0,48
0028vx980suduypyca0fxp5s.,31,5,10,-1,60,40,20,0,0.48569500003941357,0,30
0028vx980suduypyca0fxp5s.,31,6,10,-1,60,40,20,1,1.328389999922365,1,49
0028vx980suduypyca0fxp5s.,31,7,10,-1,60,40,20,1,1.1451950001064688,1,58
0028vx980suduypyca0fxp5s.,31,8,10,-1,60,40,20,0,0.36868000007234514,0,38
0028vx980suduypyca0fxp5s.,31,9,10,-1,60,40,20,1,0.7643750000279397,1,57
0028vx980suduypyca0fxp5s.,31,10,10,-1,60,40,20,1,0.2033349999692291,1,59
0028vx980suduypyca0fxp5s.,32,1,5,-1,60,40,20,0,0.5210749998223037,0,32
0028vx980suduypyca0fxp5s.,32,2,5,-1,60,40,20,0,0.6011350001208484,0,41
0028vx980suduypyca0fxp5s.,32,3,5,-1,60,40,20,1,0.5382449999451637,1,63
0028vx980suduypyca0fxp5s.,32,4,5,-1,60,40,20,0,1.3741200000513345,0,29
0028vx980suduypyca0fxp5s.,32,5,5,-1,60,40,20,1,0.5314500001259148,1,58
0028vx980suduypyca0fxp5s.,33,1,5,-1,60,30,30,1,0.8376249999273568,1,59
0028vx980suduypyca0fxp5s.,33,2,5,-1,60,30,30,0,0.5779749997891486,0,33
0028vx980suduypyca0fxp5s.,33,3,5,-1,60,30,30,0,0.5131650001276284,0,36
0028vx980suduypyca0fxp5s.,33,4,5,-1,60,30,30,0,0.846529999980703,0,34
0028vx980suduypyca0fxp5s.,33,5,5,-1,60,30,30,1,0.4208799998741597,1,70
0028vx980suduypyca0fxp5s.,34,1,10,1,60,48,12,1,0.6337099999655038,1,54
0028vx980suduypyca0fxp5s.,34,2,10,1,60,48,12,0,0.3540149999316782,0,48
0028vx980suduypyca0fxp5s.,34,3,10,1,60,48,12,1,0.5995950000360608,1,63
0028vx980suduypyca0fxp5s.,34,4,10,1,60,48,12,1,1.25594999990426,1,48
0028vx980suduypyca0fxp5s.,34,5,10,1,60,48,12,0,1.8320049999747425,0,38
0028vx980suduypyca0fxp5s.,34,6,10,1,60,48,12,1,0.7554899998940527,1,62
0028vx980suduypyca0fxp5s.,34,7,10,1,60,48,12,1,0.4221349998842925,1,52
0028vx980suduypyca0fxp5s.,34,8,10,1,60,48,12,1,0.19705500011332333,1,72
0028vx980suduypyca0fxp5s.,34,9,10,1,60,48,12,1,0.1909099998883903,1,54
0028vx980suduypyca0fxp5s.,34,10,10,1,60,48,12,1,0.1749749998562038,1,55
0028vx980suduypyca0fxp5s.,35,1,10,0,60,40,20,1,0.7929000000003725,1,59
0028vx980suduypyca0fxp5s.,35,2,10,0,60,40,20,0,0.4327950000297278,0,40
0028vx980suduypyca0fxp5s.,35,3,10,0,60,40,20,0,0.8040199999231845,0,38
0028vx980suduypyca0fxp5s.,35,4,10,0,60,40,20,1,0.6065599999856204,1,44
0028vx980suduypyca0fxp5s.,35,5,10,0,60,40,20,1,1.5206549998838454,1,49
0028vx980suduypyca0fxp5s.,35,6,10,0,60,40,20,0,0.7063150000758469,0,47
0028vx980suduypyca0fxp5s.,35,7,10,0,60,40,20,1,0.632139999885112,1,59
0028vx980suduypyca0fxp5s.,35,8,10,0,60,40,20,1,0.5924949999898672,1,76
0028vx980suduypyca0fxp5s.,35,9,10,0,60,40,20,1,0.1951549998484552,1,81
0028vx980suduypyca0fxp5s.,35,10,10,0,60,40,20,1,0.18301000003702939,1,70
0028vx980suduypyca0fxp5s.,36,1,10,0,60,48,12,0,0.6450300000142306,0,61
0028vx980suduypyca0fxp5s.,36,2,10,0,60,48,12,1,0.3167799999937415,1,67
0028vx980suduypyca0fxp5s.,36,3,10,0,60,48,12,1,0.559974999865517,1,57
0028vx980suduypyca0fxp5s.,36,4,10,0,60,48,12,0,1.415779999922961,0,37
0028vx980suduypyca0fxp5s.,36,5,10,0,60,48,12,1,1.7098799999803305,1,50
0028vx980suduypyca0fxp5s.,36,6,10,0,60,48,12,0,0.9078600001521409,0,55
0028vx980suduypyca0fxp5s.,36,7,10,0,60,48,12,1,0.7252749998588115,1,63
0028vx980suduypyca0fxp5s.,36,8,10,0,60,48,12,0,0.506810000166297,0,63
0028vx980suduypyca0fxp5s.,36,9,10,0,60,48,12,0,0.8598150000907481,0,56
0028vx980suduypyca0fxp5s.,36,10,10,0,60,48,12,1,0.4437249999027699,1,62
0028vx980suduypyca0fxp5s.,37,1,10,0,40,32,8,1,0.7075900000054389,1,46
0028vx980suduypyca0fxp5s.,37,2,10,0,40,32,8,0,0.40857500000856817,0,24
0028vx980suduypyca0fxp5s.,37,3,10,0,40,32,8,1,0.6871699998155236,1,33
0028vx980suduypyca0fxp5s.,37,4,10,0,40,32,8,0,1.225899999961257,0,23
0028vx980suduypyca0fxp5s.,37,5,10,0,40,32,8,1,1.2236649999395013,1,57
0028vx980suduypyca0fxp5s.,37,6,10,0,40,32,8,1,0.9650300000794232,1,35
0028vx980suduypyca0fxp5s.,37,7,10,0,40,32,8,0,0.43997499998658895,0,46
0028vx980suduypyca0fxp5s.,37,8,10,0,40,32,8,0,0.805699999909848,0,31
0028vx980suduypyca0fxp5s.,37,9,10,0,40,32,8,1,0.4576399999205023,1,36
0028vx980suduypyca0fxp5s.,37,10,10,0,40,32,8,1,0.20904000010341406,1,43
0028vx980suduypyca0fxp5s.,38,1,5,0,40,20,20,1,0.6299650000873953,1,35
0028vx980suduypyca0fxp5s.,38,2,5,0,40,20,20,0,0.2831250000745058,0,20
0028vx980suduypyca0fxp5s.,38,3,5,0,40,20,20,0,0.7865999999921769,0,24
0028vx980suduypyca0fxp5s.,38,4,5,0,40,20,20,1,0.5341000000480562,1,27
0028vx980suduypyca0fxp5s.,38,5,5,0,40,20,20,1,1.2611999998334795,1,22
0028vx980suduypyca0fxp5s.,39,1,5,-1,40,20,20,0,0.6046949999872595,0,22
0028vx980suduypyca0fxp5s.,39,2,5,-1,40,20,20,0,1.0180649999529123,0,29
0028vx980suduypyca0fxp5s.,39,3,5,-1,40,20,20,0,0.7831999999471009,0,16
0028vx980suduypyca0fxp5s.,39,4,5,-1,40,20,20,1,0.5327149999793619,1,37
0028vx980suduypyca0fxp5s.,39,5,5,-1,40,20,20,1,0.8608550000935793,1,44
0028vx980suduypyca0fxp5s.,40,1,10,0,40,28,12,1,0.6206399998627603,1,43
0028vx980suduypyca0fxp5s.,40,2,10,0,40,28,12,1,0.6640449999831617,1,34
0028vx980suduypyca0fxp5s.,40,3,10,0,40,28,12,0,0.48486500000581145,0,33
0028vx980suduypyca0fxp5s.,40,4,10,0,40,28,12,0,0.562235000077635,0,23
0028vx980suduypyca0fxp5s.,40,5,10,0,40,28,12,1,1.8571299999020994,1,47
0028vx980suduypyca0fxp5s.,40,6,10,0,40,28,12,0,1.0599899999797344,0,24
0028vx980suduypyca0fxp5s.,40,7,10,0,40,28,12,1,0.5514049998018891,1,39
0028vx980suduypyca0fxp5s.,40,8,10,0,40,28,12,1,0.18664999981410801,1,31
0028vx980suduypyca0fxp5s.,40,9,10,0,40,28,12,1,0.18830000003799796,1,48
