Subject,Block,Trial,Horizon,Info,mu_L,mu_R,delta,Choice,RT,Accuracy,Outcome
8n4npywsyuit41ehrclgfoev.,30,2,5,0,40,48,-8,0,0.38056499999947846,1,34
8n4npywsyuit41ehrclgfoev.,30,3,5,0,40,48,-8,1,0.7575449999421835,0,50
8n4npywsyuit41ehrclgfoev.,30,4,5,0,40,48,-8,1,0.6435100000817329,0,37
8n4npywsyuit41ehrclgfoev.,30,5,5,0,40,48,-8,1,0.806055000051856,0,36
8n4npywsyuit41ehrclgfoev.,31,1,10,0,40,70,-30,0,0.4022050000494346,1,81
8n4npywsyuit41ehrclgfoev.,31,2,10,0,40,70,-30,0,0.4837249999400228,1,72
8n4npywsyuit41ehrclgfoev.,31,3,10,0,40,70,-30,1,0.5366500000236556,0,42
8n4npywsyuit41ehrclgfoev.,31,4,10,0,40,70,-30,1,0.47844999993685633,0,40
8n4npywsyuit41ehrclgfoev.,31,5,10,0,40,70,-30,0,0.7445699999807402,1,66
8n4npywsyuit41ehrclgfoev.,31,6,10,0,40,70,-30,0,0.33347000007051975,1,77
8n4npywsyuit41ehrclgfoev.,31,7,10,0,40,70,-30,0,0.29821999999694526,1,62
8n4npywsyuit41ehrclgfoev.,31,8,10,0,40,70,-30,0,0.28796999994665384,1,60
8n4npywsyuit41ehrclgfoev.,31,9,10,0,40,70,-30,0,0.2773300000699237,1,64
8n4npywsyuit41ehrclgfoev.,31,10,10,0,40,70,-30,0,0.374405000009574,1,70
8n4npywsyuit41ehrclgfoev.,32,1,10,0,60,72,-12,0,0.47823499992955476,1,66
8n4npywsyuit41ehrclgfoev.,32,2,10,0,60,72,-12,1,0.39130500005558133,0,69
8n4npywsyuit41ehrclgfoev.,32,3,10,0,60,72,-12,1,0.5742049999535084,0,49
8n4npywsyuit41ehrclgfoev.,32,4,10,0,60,72,-12,0,0.41031499998643994,1,70
8n4npywsyuit41ehrclgfoev.,32,5,10,0,60,72,-12,0,2.7484199999598786,1,76
8n4npywsyuit41ehrclgfoev.,32,6,10,0,60,72,-12,1,0.5687650000909343,0,72
8n4npywsyuit41ehrclgfoev.,32,7,10,0,60,72,-12,0,0.5941700000548735,1,71
8n4npywsyuit41ehrclgfoev.,32,8,10,0,60,72,-12,1,0.6495899999281392,0,61
8n4npywsyuit41ehrclgfoev.,32,9,10,0,60,72,-12,0,0.4430500000016764,1,73
8n4npywsyuit41ehrclgfoev.,32,10,10,0,60,72,-12,0,0.2092450000345707,1,67
8n4npywsyuit41ehrclgfoev.,33,1,5,1,40,28,12,0,0.554850000073202,0,32
8n4npywsyuit41ehrclgfoev.,33,2,5,1,40,28,12,1,0.38770500000100583,1,44
8n4npywsyuit41ehrclgfoev.,33,3,5,1,40,28,12,1,0.6260300000431016,1,39
8n4npywsyuit41ehrclgfoev.,33,4,5,1,40,28,12,1,0.485200000111945,1,36
8n4npywsyuit41ehrclgfoev.,33,5,5,1,40,28,12,1,1.2807950000278652,1,45
8n4npywsyuit41ehrclgfoev.,34,1,5,0,60,48,12,0,0.5272850000765175,0,44
8n4npywsyuit41ehrclgfoev.,34,2,5,0,60,48,12,1,0.37289500003680587,1,52
8n4npywsyuit41ehrclgfoev.,34,3,5,0,60,48,12,0,0.4541700000409037,0,50
8n4npywsyuit41ehrclgfoev.,34,4,5,0,60,48,12,1,0.6629549999488518,1,68
8n4npywsyuit41ehrclgfoev.,34,5,5,0,60,48,12,1,0.5638450001133606,1,76
8n4npywsyuit41ehrclgfoev.,35,1,5,1,60,90,-30,1,0.5264249999308959,0,50
8n4npywsyuit41ehrclgfoev.,35,2,5,1,60,90,-30,0,0.3846300001023337,1,94
8n4npywsyuit41ehrclgfoev.,35,3,5,1,60,90,-30,1,0.3749100000131875,0,63
8n4npywsyuit41ehrclgfoev.,35,4,5,1,60,90,-30,1,0.7700700000859797,0,61
8n4npywsyuit41ehrclgfoev.,35,5,5,1,60,90,-30,0,0.44912000000476837,1,76
8n4npywsyuit41ehrclgfoev.,36,1,5,0,40,44,-4,0,0.4239700000034645,1,41
8n4npywsyuit41ehrclgfoev.,36,2,5,0,40,44,-4,1,0.34220499999355525,0,42
8n4npywsyuit41ehrclgfoev.,36,3,5,0,40,44,-4,1,0.4069700000109151,0,38
8n4npywsyuit41ehrclgfoev.,36,4,5,0,40,44,-4,0,0.5434700000332668,1,50
8n4npywsyuit41ehrclgfoev.,36,5,5,0,40,44,-4,0,2.377764999982901,1,47
8n4npywsyuit41ehrclgfoev.,37,1,10,0,40,52,-12,1,0.5089900000020862,0,48
8n4npywsyuit41ehrclgfoev.,37,2,10,0,40,52,-12,0,0.3057000000262633,1,58
8n4npywsyuit41ehrclgfoev.,37,3,10,0,40,52,-12,1,0.35235499998088926,0,49
8n4npywsyuit41ehrclgfoev.,37,4,10,0,40,52,-12,0,0.583890000008978,1,41
8n4npywsyuit41ehrclgfoev.,37,5,10,0,40,52,-12,0,0.6319049999583513,1,38
8n4npywsyuit41ehrclgfoev.,37,6,10,0,40,52,-12,0,1.8583199999993667,1,50
8n4npywsyuit41ehrclgfoev.,37,7,10,0,40,52,-12,1,0.4172349999425933,0,37
8n4npywsyuit41ehrclgfoev.,37,8,10,0,40,52,-12,0,0.4988500000908971,1,41
8n4npywsyuit41ehrclgfoev.,37,9,10,0,40,52,-12,1,0.41208999999798834,0,39
8n4npywsyuit41ehrclgfoev.,37,10,10,0,40,52,-12,0,0.483669999986887,1,44
8n4npywsyuit41ehrclgfoev.,38,1,10,0,60,52,8,1,0.6912249999586493,1,48
8n4npywsyuit41ehrclgfoev.,38,2,10,0,60,52,8,0,0.327045000041835,0,44
8n4npywsyuit41ehrclgfoev.,38,3,10,0,60,52,8,0,0.5574300000444055,0,54
8n4npywsyuit41ehrclgfoev.,38,4,10,0,60,52,8,1,0.3918650000123307,1,59
8n4npywsyuit41ehrclgfoev.,38,5,10,0,60,52,8,1,0.9322850001044571,1,56
8n4npywsyuit41ehrclgfoev.,38,6,10,0,60,52,8,1,0.35558500001206994,1,43
8n4npywsyuit41ehrclgfoev.,38,7,10,0,60,52,8,1,0.3063049999764189,1,62
8n4npywsyuit41ehrclgfoev.,38,8,10,0,60,52,8,0,0.5445100000360981,0,54
8n4npywsyuit41ehrclgfoev.,38,9,10,0,60,52,8,1,0.310484999907203,1,44
8n4npywsyuit41ehrclgfoev.,38,10,10,0,60,52,8,1,0.27587999997194856,1,63
8n4npywsyuit41ehrclgfoev.,39,1,10,1,60,48,12,0,0.4617899999720976,0,41
8n4npywsyuit41ehrclgfoev.,39,2,10,1,60,48,12,1,0.30236500001046807,1,59
8n4npywsyuit41ehrclgfoev.,39,3,10,1,60,48,12,1,0.49538000009488314,1,55
8n4npywsyuit41ehrclgfoev.,39,4,10,1,60,48,12,1,0.4186500000068918,1,48
8n4npywsyuit41ehrclgfoev.,39,5,10,1,60,48,12,0,1.0726699999067932,0,62
8n4npywsyuit41ehrclgfoev.,39,6,10,1,60,48,12,0,0.7019749999744818,0,49
8n4npywsyuit41ehrclgfoev.,39,7,10,1,60,48,12,1,0.5540650000330061,1,47
8n4npywsyuit41ehrclgfoev.,39,8,10,1,60,48,12,0,0.4562300000106916,0,49
8n4npywsyuit41ehrclgfoev.,39,9,10,1,60,48,12,0,0.39992500003427267,0,52
8n4npywsyuit41ehrclgfoev.,39,10,10,1,60,48,12,0,0.2653550000395626,0,50
8n4npywsyuit41ehrclgfoev.,40,1,10,1,60,64,-4,1,0.7685050000436604,0,44
8n4npywsyuit41ehrclgfoev.,40,2,10,1,60,64,-4,0,0.4449100000783801,1,60
8n4npywsyuit41ehrclgfoev.,40,3,10,1,60,64,-4,1,0.3876799999270588,0,69
8n4npywsyuit41ehrclgfoev.,40,4,10,1,60,64,-4,1,0.5307349999202415,0,62
8n4npywsyuit41ehrclgfoev.,40,5,10,1,60,64,-4,0,0.8052150000585243,1,63
8n4npywsyuit41ehrclgfoev.,40,6,10,1,60,64,-4,1,0.3878949999343604,0,66
8n4npywsyuit41ehrclgfoev.,40,7,10,1,60,64,-4,1,0.5305899999802932,0,71
8n4npywsyuit41ehrclgfoev.,40,8,10,1,60,64,-4,1,0.26122499990742654,0,53
8n4npywsyuit41ehrclgfoev.,40,9,10,1,60,64,-4,1,0.2721899999305606,0,68
8n4npywsyuit41ehrclgfoev.,40,10,10,1,60,64,-4,1,0.2442799999844283,0,59
8n4npywsyuit41ehrclgfoev.,41,1,10,-1,60,80,-20,0,0.6334250000072643,1,85
8n4npywsyuit41ehrclgfoev.,41,2,10,-1,60,80,-20,0,0.6796899999026209,1,79
8n4npywsyuit41ehrclgfoev.,41,3,10,-1,60,80,-20,1,0.36169999989215285,0,46
8n4npywsyuit41ehrclgfoev.,41,4,10,-1,60,80,-20,0,0.3929699999280274,1,79
8n4npywsyuit41ehrclgfoev.,41,5,10,-1,60,80,-20,1,0.6517949999542907,0,53
8n4npywsyuit41ehrclgfoev.,41,6,10,-1,60,80,-20,0,0.33958499995060265,1,78
8n4npywsyuit41ehrclgfoev.,41,7,10,-1,60,80,-20,0,0.20862499997019768,1,74
8n4npywsyuit41ehrclgfoev.,41,8,10,-1,60,80,-20,0,0.20557500002905726,1,86
8n4npywsyuit41ehrclgfoev.,41,9,10,-1,60,80,-20,0,0.1793349999934435,1,71
8n4npywsyuit41ehrclgfoev.,41,10,10,-1,60,80,-20,0,0.15377500001341105,1,89
8n4npywsyuit41ehrclgfoev.,42,1,5,0,40,32,8,1,0.5824049999937415,1,40
8n4npywsyuit41ehrclgfoev.,42,2,5,0,40,32,8,0,0.2866599999833852,0,20
8n4npywsyuit41ehrclgfoev.,42,3,5,0,40,32,8,1,0.29454499995335937,1,47
8n4npywsyuit41ehrclgfoev.,42,4,5,0,40,32,8,0,0.27462000004015863,0,41
8n4npywsyuit41ehrclgfoev.,42,5,5,0,40,32,8,1,1.2165299999760464,1,26
8n4npywsyuit41ehrclgfoev.,43,1,5,0,60,72,-12,0,0.6015899999765679,1,73
8n4npywsyuit41ehrclgfoev.,43,2,5,0,60,72,-12,1,0.25223000010009855,0,63
8n4npywsyuit41ehrclgfoev.,43,3,5,0,60,72,-12,1,0.4033200000412762,0,71
8n4npywsyuit41ehrclgfoev.,43,4,5,0,60,72,-12,0,0.578525000018999,1,75
8n4npywsyuit41ehrclgfoev.,43,5,5,0,60,72,-12,0,1.3614350000862032,1,61
8n4npywsyuit41ehrclgfoev.,44,1,5,0,40,20,20,0,0.5332050001015887,0,11
8n4npywsyuit41ehrclgfoev.,44,2,5,0,40,20,20,1,0.25978500000201166,1,29
8n4npywsyuit41ehrclgfoev.,44,3,5,0,40,20,20,1,0.47879500000271946,1,41
8n4npywsyuit41ehrclgfoev.,44,4,5,0,40,20,20,0,0.6197750000283122,0,26
8n4npywsyuit41ehrclgfoev.,44,5,5,0,40,20,20,1,0.6611149999080226,1,33
8n4npywsyuit41ehrclgfoev.,45,1,5,1,40,60,-20,1,0.5554149999516085,0,48
8n4npywsyuit41ehrclgfoev.,45,2,5,1,40,60,-20,1,0.411725000012666,0,37
8n4npywsyuit41ehrclgfoev.,45,3,5,1,40,60,-20,0,0.4062400000402704,1,59
8n4npywsyuit41ehrclgfoev.,45,4,5,1,40,60,-20,1,0.35919500002637506,0,36
8n4npywsyuit41ehrclgfoev.,45,5,5,1,40,60,-20,0,1.3683550000423566,1,64
8n4npywsyuit41ehrclgfoev.,46,1,5,0,40,10,30,1,0.46166000002995133,1,31
8n4npywsyuit41ehrclgfoev.,46,2,5,0,40,10,30,1,0.4192049999255687,1,32
8n4npywsyuit41ehrclgfoev.,46,3,5,0,40,10,30,0,0.36747499997727573,0,19
8n4npywsyuit41ehrclgfoev.,46,4,5,0,40,10,30,0,0.36288000002969056,0,0
8n4npywsyuit41ehrclgfoev.,46,5,5,0,40,10,30,1,0.6527250000508502,1,38
8n4npywsyuit41ehrclgfoev.,47,1,5,1,40,70,-30,1,0.40213499998208135,0,46
8n4npywsyuit41ehrclgfoev.,47,2,5,1,40,70,-30,1,0.33521499997004867,0,44
8n4npywsyuit41ehrclgfoev.,47,3,5,1,40,70,-30,1,0.41358000005129725,0,59
8n4npywsyuit41ehrclgfoev.,47,4,5,1,40,70,-30,0,0.49007499997969717,1,67
8n4npywsyuit41ehrclgfoev.,47,5,5,1,40,70,-30,0,0.7493950000498444,1,71
8n4npywsyuit41ehrclgfoev.,48,1,5,0,60,30,30,1,0.7174150000791997,1,55
8n4npywsyuit41ehrclgfoev.,48,2,5,0,60,30,30,0,0.43584499997086823,0,36
8n4npywsyuit41ehrclgfoev.,48,3,5,0,60,30,30,1,0.3620200000004843,1,49
8n4npywsyuit41ehrclgfoev.,48,4,5,0,60,30,30,0,0.49150499992538244,0,17
8n4npywsyuit41ehrclgfoev.,48,5,5,0,60,30,30,1,1.3369549999479204,1,76
8n4npywsyuit41ehrclgfoev.,49,1,10,1,40,32,8,1,0.5421149999601766,1,32
8n4npywsyuit41ehrclgfoev.,49,2,10,1,40,32,8,1,0.35279500007163733,1,57
8n4npywsyuit41ehrclgfoev.,49,3,10,1,40,32,8,0,0.39442999998573214,0,32
8n4npywsyuit41ehrclgfoev.,49,4,10,1,40,32,8,1,0.3611350000137463,1,37
8n4npywsyuit41ehrclgfoev.,49,5,10,1,40,32,8,1,1.5646649999544024,1,45
8n4npywsyuit41ehrclgfoev.,49,6,10,1,40,32,8,0,0.29644499998539686,0,19
8n4npywsyuit41ehrclgfoev.,49,7,10,1,40,32,8,1,0.5233299999963492,1,41
8n4npywsyuit41ehrclgfoev.,49,8,10,1,40,32,8,1,0.4109400000888854,1,37
8n4npywsyuit41ehrclgfoev.,49,9,10,1,40,32,8,0,0.3636049999622628,0,31
8n4npywsyuit41ehrclgfoev.,49,10,10,1,40,32,8,1,0.2535349999088794,1,36
8n4npywsyuit41ehrclgfoev.,50,1,5,1,40,32,8,1,0.7710449999431148,1,46
8n4npywsyuit41ehrclgfoev.,50,2,5,1,40,32,8,1,0.3893350000726059,1,31
8n4npywsyuit41ehrclgfoev.,50,3,5,1,40,32,8,0,0.39019499998539686,0,43
8n4npywsyuit41ehrclgfoev.,50,4,5,1,40,32,8,1,0.4940949999727309,1,49
8n4npywsyuit41ehrclgfoev.,50,5,5,1,40,32,8,1,1.254979999968782,1,46
8n4npywsyuit41ehrclgfoev.,51,1,10,1,40,36,4,1,0.3916800000006333,1,44
8n4npywsyuit41ehrclgfoev.,51,2,10,1,40,36,4,1,0.3861100000794977,1,44
8n4npywsyuit41ehrclgfoev.,51,3,10,1,40,36,4,0,0.3929099999368191,0,19
8n4npywsyuit41ehrclgfoev.,51,4,10,1,40,36,4,1,0.648285000002943,1,36
8n4npywsyuit41ehrclgfoev.,51,5,10,1,40,36,4,1,0.6160600000293925,1,50
8n4npywsyuit41ehrclgfoev.,51,6,10,1,40,36,4,0,1.0467250000219792,0,38
8n4npywsyuit41ehrclgfoev.,51,7,10,1,40,36,4,1,0.8231449999148026,1,41
8n4npywsyuit41ehrclgfoev.,51,8,10,1,40,36,4,0,0.6776899999240413,0,36
8n4npywsyuit41ehrclgfoev.,51,9,10,1,40,36,4,1,0.4396299999207258,1,54
8n4npywsyuit41ehrclgfoev.,51,10,10,1,40,36,4,1,0.20609500003047287,1,31
8n4npywsyuit41ehrclgfoev.,52,1,10,-1,60,72,-12,1,0.36795500002335757,0,47
8n4npywsyuit41ehrclgfoev.,52,2,10,-1,60,72,-12,0,0.3652200000360608,1,66
8n4npywsyuit41ehrclgfoev.,52,3,10,-1,60,72,-12,0,0.6481799999019131,1,52
8n4npywsyuit41ehrclgfoev.,52,4,10,-1,60,72,-12,0,0.4779700000071898,1,90
8n4npywsyuit41ehrclgfoev.,52,5,10,-1,60,72,-12,1,0.4696149999508634,0,55
8n4npywsyuit41ehrclgfoev.,52,6,10,-1,60,72,-12,0,1.120050000026822,1,68
8n4npywsyuit41ehrclgfoev.,52,7,10,-1,60,72,-12,0,0.28967999992892146,1,66
8n4npywsyuit41ehrclgfoev.,52,8,10,-1,60,72,-12,0,0.3138899999903515,1,74
8n4npywsyuit41ehrclgfoev.,52,9,10,-1,60,72,-12,0,0.23887500003911555,1,82
8n4npywsyuit41ehrclgfoev.,52,10,10,-1,60,72,-12,0,0.2732500000856817,1,70
8n4npywsyuit41ehrclgfoev.,53,1,10,-1,40,52,-12,0,0.47472499997820705,1,68
8n4npywsyuit41ehrclgfoev.,53,2,10,-1,40,52,-12,1,0.35453000001143664,0,26
8n4npywsyuit41ehrclgfoev.,53,3,10,-1,40,52,-12,0,0.396100000012666,1,47
8n4npywsyuit41ehrclgfoev.,53,4,10,-1,40,52,-12,0,0.5183299999916926,1,48
8n4npywsyuit41ehrclgfoev.,53,5,10,-1,40,52,-12,0,0.6762649999000132,1,51
8n4npywsyuit41ehrclgfoev.,53,6,10,-1,40,52,-12,0,0.22660500009078532,1,58
8n4npywsyuit41ehrclgfoev.,53,7,10,-1,40,52,-12,0,0.2592100000474602,1,27
8n4npywsyuit41ehrclgfoev.,53,8,10,-1,40,52,-12,0,0.21806500002276152,1,69
8n4npywsyuit41ehrclgfoev.,53,9,10,-1,40,52,-12,1,0.5525050000287592,0,39
8n4npywsyuit41ehrclgfoev.,53,10,10,-1,40,52,-12,0,0.2868000000016764,1,46
8n4npywsyuit41ehrclgfoev.,54,1,10,0,60,56,4,0,0.4388299999991432,0,74
8n4npywsyuit41ehrclgfoev.,54,2,10,0,60,56,4,1,0.357164999935776,1,65
8n4npywsyuit41ehrclgfoev.,54,3,10,0,60,56,4,0,0.39285499998368323,0,48
8n4npywsyuit41ehrclgfoev.,54,4,10,0,60,56,4,1,0.4096150000113994,1,54
8n4npywsyuit41ehrclgfoev.,54,5,10,0,60,56,4,1,10.332835000008345,1,64
8n4npywsyuit41ehrclgfoev.,54,6,10,0,60,56,4,1,0.43060500000137836,1,74
8n4npywsyuit41ehrclgfoev.,54,7,10,0,60,56,4,1,0.39536999992560595,1,58
8n4npywsyuit41ehrclgfoev.,54,8,10,0,60,56,4,1,0.36071000003721565,1,74
8n4npywsyuit41ehrclgfoev.,54,9,10,0,60,56,4,0,0.40572500007692724,0,62
8n4npywsyuit41ehrclgfoev.,54,10,10,0,60,56,4,1,0.22151499998290092,1,48
8n4npywsyuit41ehrclgfoev.,55,1,5,0,60,68,-8,1,0.36038500000722706,0,47
8n4npywsyuit41ehrclgfoev.,55,2,5,0,60,68,-8,0,0.2680500000715256,1,82
8n4npywsyuit41ehrclgfoev.,55,3,5,0,60,68,-8,1,0.3157899999059737,0,61
8n4npywsyuit41ehrclgfoev.,55,4,5,0,60,68,-8,0,0.3150600000517443,1,68
8n4npywsyuit41ehrclgfoev.,55,5,5,0,60,68,-8,0,0.9622650000965223,1,55
8n4npywsyuit41ehrclgfoev.,56,1,5,-1,60,52,8,0,0.5723249999573454,0,44
8n4npywsyuit41ehrclgfoev.,56,2,5,-1,60,52,8,1,0.2794099999591708,1,71
8n4npywsyuit41ehrclgfoev.,56,3,5,-1,60,52,8,0,0.2685800000326708,0,61
8n4npywsyuit41ehrclgfoev.,56,4,5,-1,60,52,8,0,0.5019000000320375,0,57
8n4npywsyuit41ehrclgfoev.,56,5,5,-1,60,52,8,1,1.0099900000495836,1,50
8n4npywsyuit41ehrclgfoev.,57,1,10,0,60,48,12,0,0.8909899999853224,0,44
8n4npywsyuit41ehrclgfoev.,57,2,10,0,60,48,12,1,0.336684999987483,1,63
8n4npywsyuit41ehrclgfoev.,57,3,10,0,60,48,12,0,0.39476499997545034,0,56
8n4npywsyuit41ehrclgfoev.,57,4,10,0,60,48,12,1,0.6231699999189004,1,54
8n4npywsyuit41ehrclgfoev.,57,5,10,0,60,48,12,1,0.8509199999971315,1,57
8n4npywsyuit41ehrclgfoev.,57,6,10,0,60,48,12,0,0.45102500007487833,0,44
8n4npywsyuit41ehrclgfoev.,57,7,10,0,60,48,12,1,0.3881800000090152,1,54
8n4npywsyuit41ehrclgfoev.,57,8,10,0,60,48,12,0,0.9217799999751151,0,40
8n4npywsyuit41ehrclgfoev.,57,9,10,0,60,48,12,1,0.3868899999652058,1,55
8n4npywsyuit41ehrclgfoev.,57,10,10,0,60,48,12,1,0.1917949999915436,1,58
8n4npywsyuit41ehrclgfoev.,58,1,10,0,60,68,-8,1,0.47250500007066876,0,61
8n4npywsyuit41ehrclgfoev.,58,2,10,0,60,68,-8,0,0.32928499998524785,1,73
8n4npywsyuit41ehrclgfoev.,58,3,10,0,60,68,-8,1,0.406565000070259,0,58
8n4npywsyuit41ehrclgfoev.,58,4,10,0,60,68,-8,0,0.8380099999485537,1,53
8n4npywsyuit41ehrclgfoev.,58,5,10,0,60,68,-8,1,0.9858099999837577,0,67
8n4npywsyuit41ehrclgfoev.,58,6,10,0,60,68,-8,0,0.6437600000062957,1,65
8n4npywsyuit41ehrclgfoev.,58,7,10,0,60,68,-8,0,1.4390199999324977,1,81
8n4npywsyuit41ehrclgfoev.,58,8,10,0,60,68,-8,0,0.6153500000946224,1,84
8n4npywsyuit41ehrclgfoev.,58,9,10,0,60,68,-8,0,0.7670650000218302,1,75
8n4npywsyuit41ehrclgfoev.,58,10,10,0,60,68,-8,0,0.22921000001952052,1,37
8n4npywsyuit41ehrclgfoev.,59,1,10,0,40,20,20,0,0.4271100000478327,0,23
8n4npywsyuit41ehrclgfoev.,59,2,10,0,40,20,20,1,0.41910500009544194,1,45
8n4npywsyuit41ehrclgfoev.,59,3,10,0,40,20,20,1,0.40784500003792346,1,40
8n4npywsyuit41ehrclgfoev.,59,4,10,0,40,20,20,0,0.5899200000567362,0,29
8n4npywsyuit41ehrclgfoev.,59,5,10,0,40,20,20,1,0.5882899999851361,1,41
8n4npywsyuit41ehrclgfoev.,59,6,10,0,40,20,20,1,0.36667499993927777,1,43
8n4npywsyuit41ehrclgfoev.,59,7,10,0,40,20,20,1,0.22565999999642372,1,43
8n4npywsyuit41ehrclgfoev.,59,8,10,0,40,20,20,1,0.1913750000530854,1,53
8n4npywsyuit41ehrclgfoev.,59,9,10,0,40,20,20,1,0.20087499998044223,1,44
8n4npywsyuit41ehrclgfoev.,59,10,10,0,40,20,20,1,0.19333499995991588,1,44
8n4npywsyuit41ehrclgfoev.,60,1,5,0,40,60,-20,0,0.42797499999869615,1,63
8n4npywsyuit41ehrclgfoev.,60,2,5,0,40,60,-20,0,0.4084450000664219,1,46
8n4npywsyuit41ehrclgfoev.,60,3,5,0,40,60,-20,1,0.5362099999329075,0,36
8n4npywsyuit41ehrclgfoev.,60,4,5,0,40,60,-20,1,1.2306099999696016,0,15
8n4npywsyuit41ehrclgfoev.,60,5,5,0,40,60,-20,0,0.7921399999177083,1,75
8n4npywsyuit41ehrclgfoev.,61,1,10,0,60,64,-4,0,0.38977500004693866,1,59
8n4npywsyuit41ehrclgfoev.,61,2,10,0,60,64,-4,1,0.3370600000489503,0,59
8n4npywsyuit41ehrclgfoev.,61,3,10,0,60,64,-4,0,0.28483000001870096,1,61
8n4npywsyuit41ehrclgfoev.,61,4,10,0,60,64,-4,1,0.32362499996088445,0,66
8n4npywsyuit41ehrclgfoev.,61,5,10,0,60,64,-4,1,1.894220000016503,0,56
8n4npywsyuit41ehrclgfoev.,61,6,10,0,60,64,-4,0,0.42077500000596046,1,58
8n4npywsyuit41ehrclgfoev.,61,7,10,0,60,64,-4,1,0.8146500000730157,0,65
8n4npywsyuit41ehrclgfoev.,61,8,10,0,60,64,-4,0,0.33425000007264316,1,49
8n4npywsyuit41ehrclgfoev.,61,9,10,0,60,64,-4,1,0.5616700000828132,0,54
8n4npywsyuit41ehrclgfoev.,61,10,10,0,60,64,-4,1,0.19768999994266778,0,58
8n4npywsyuit41ehrclgfoev.,62,1,10,1,40,44,-4,1,4.606394999893382,0,36
8n4npywsyuit41ehrclgfoev.,62,2,10,1,40,44,-4,1,0.6143649999285117,0,25
8n4npywsyuit41ehrclgfoev.,62,3,10,1,40,44,-4,1,0.5128099999856204,0,25
8n4npywsyuit41ehrclgfoev.,62,4,10,1,40,44,-4,0,0.4266050000442192,1,50
8n4npywsyuit41ehrclgfoev.,62,5,10,1,40,44,-4,0,0.47227000002749264,1,46
8n4npywsyuit41ehrclgfoev.,62,6,10,1,40,44,-4,1,0.5441499999724329,0,34
8n4npywsyuit41ehrclgfoev.,62,7,10,1,40,44,-4,0,0.4280949999811128,1,44
8n4npywsyuit41ehrclgfoev.,62,8,10,1,40,44,-4,0,0.22184499993454665,1,44
8n4npywsyuit41ehrclgfoev.,62,9,10,1,40,44,-4,1,0.44530000002123415,0,54
8n4npywsyuit41ehrclgfoev.,62,10,10,1,40,44,-4,0,0.17283499997574836,1,56
8n4npywsyuit41ehrclgfoev.,63,1,5,-1,40,20,20,0,0.45692999998573214,0,21
8n4npywsyuit41ehrclgfoev.,63,2,5,-1,40,20,20,0,0.6340299999574199,0,20
8n4npywsyuit41ehrclgfoev.,63,3,5,-1,40,20,20,0,0.4538949999259785,0,22
8n4npywsyuit41ehrclgfoev.,63,4,5,-1,40,20,20,1,0.5704150000819936,1,35
8n4npywsyuit41ehrclgfoev.,63,5,5,-1,40,20,20,1,0.42444000008981675,1,44
8n4npywsyuit41ehrclgfoev.,64,1,10,1,40,70,-30,1,0.46194499998819083,0,39
8n4npywsyuit41ehrclgfoev.,64,2,10,1,40,70,-30,1,0.3845199999632314,0,44
8n4npywsyuit41ehrclgfoev.,64,3,10,1,40,70,-30,1,0.36098500003572553,0,38
8n4npywsyuit41ehrclgfoev.,64,4,10,1,40,70,-30,0,0.41855499998200685,1,62
8n4npywsyuit41ehrclgfoev.,64,5,10,1,40,70,-30,0,1.433034999994561,1,56
8n4npywsyuit41ehrclgfoev.,64,6,10,1,40,70,-30,0,0.45837999996729195,1,60
8n4npywsyuit41ehrclgfoev.,64,7,10,1,40,70,-30,1,0.33390500000678003,0,34
8n4npywsyuit41ehrclgfoev.,64,8,10,1,40,70,-30,0,0.3567449999973178,1,73
8n4npywsyuit41ehrclgfoev.,64,9,10,1,40,70,-30,0,0.22559499996714294,1,70
8n4npywsyuit41ehrclgfoev.,64,10,10,1,40,70,-30,0,0.20246000005863607,1,68
8n4npywsyuit41ehrclgfoev.,65,1,10,0,60,40,20,1,0.5249099999200553,1,54
8n4npywsyuit41ehrclgfoev.,65,2,10,0,60,40,20,0,0.37240999995265156,0,40
8n4npywsyuit41ehrclgfoev.,65,3,10,0,60,40,20,0,0.48603000002913177,0,39
8n4npywsyuit41ehrclgfoev.,65,4,10,0,60,40,20,1,0.6461500000441447,1,61
8n4npywsyuit41ehrclgfoev.,65,5,10,0,60,40,20,1,0.717464999994263,1,74
8n4npywsyuit41ehrclgfoev.,65,6,10,0,60,40,20,0,0.7003849999746308,0,45
8n4npywsyuit41ehrclgfoev.,65,7,10,0,60,40,20,1,0.4062250000424683,1,54
8n4npywsyuit41ehrclgfoev.,65,8,10,0,60,40,20,1,0.1945849999319762,1,61
8n4npywsyuit41ehrclgfoev.,65,9,10,0,60,40,20,1,0.5913149999687448,1,55
8n4npywsyuit41ehrclgfoev.,65,10,10,0,60,40,20,1,0.161240000044927,1,56
8n4npywsyuit41ehrclgfoev.,66,1,5,1,40,36,4,1,0.3780549999792129,1,57
8n4npywsyuit41ehrclgfoev.,66,2,5,1,40,36,4,1,0.3751349999802187,1,33
8n4npywsyuit41ehrclgfoev.,66,3,5,1,40,36,4,0,0.3719849999761209,0,22
8n4npywsyuit41ehrclgfoev.,66,4,5,1,40,36,4,1,0.44454499997664243,1,43
8n4npywsyuit41ehrclgfoev.,66,5,5,1,40,36,4,1,0.5435150000266731,1,40
8n4npywsyuit41ehrclgfoev.,67,1,10,0,40,10,30,1,0.39403999992646277,1,43
8n4npywsyuit41ehrclgfoev.,67,2,10,0,40,10,30,1,0.3738049999810755,1,40
